customer_id,churn_probability,churn_risk_level
7000187447,0.618110357139438,Medium Risk
7001121249,0.8722447346598735,High Risk
7000335166,0.5798696449177145,Medium Risk
7000039512,0.8927510800665526,High Risk
7000033039,0.6072232835777804,Medium Risk
7000382876,0.60092763411615,Medium Risk
7002108620,0.973334764614965,High Risk
7001638780,0.5537328878875988,Medium Risk
7002388962,0.9731052717286824,High Risk
7001419252,0.43570709519004397,Medium Risk
7000800341,0.6002366350793026,Medium Risk
7002393996,0.45555968696314786,Medium Risk
7001942902,0.4538998175510804,Medium Risk
7000461616,0.6845529596989429,Medium Risk
7001590233,0.6620247647978851,Medium Risk
7000175867,0.8203067389360365,High Risk
7001339721,0.657031313343934,Medium Risk
7000589828,0.48781441364103906,Medium Risk
7000486073,0.8989428859212634,High Risk
7001300706,0.9653793188430189,High Risk
7001127598,0.7384706192085814,High Risk
7002222272,0.7602046815617615,High Risk
7000674727,0.8947552643078813,High Risk
7001904828,0.5676344443681892,Medium Risk
7002058826,0.9701940288548321,High Risk
7000562233,0.5851760641023411,Medium Risk
7000689197,0.9734105172242619,High Risk
7000106299,0.9593215655923923,High Risk
7000816313,0.9852563845213635,High Risk
7002120520,0.47923109187872287,Medium Risk
7001027161,0.6079301701456804,Medium Risk
7002398245,0.9756472648373926,High Risk
7001820057,0.7055383232193962,High Risk
7000786456,0.5776333228105758,Medium Risk
7000340381,0.9765736907630711,High Risk
7000608224,0.6489273145567891,Medium Risk
7002010111,0.9703554360983696,High Risk
7000673898,0.4994300435972336,Medium Risk
7000669827,0.9034551938266719,High Risk
7001788209,0.9853179456644809,High Risk
7000712547,0.49426817871713014,Medium Risk
7001014278,0.6210695393561158,Medium Risk
7001320191,0.9849255307802784,High Risk
7001287232,0.6862216110140708,Medium Risk
7002263064,0.9721644622870925,High Risk
7000031052,0.9699620289223653,High Risk
7000621478,0.9519629257458583,High Risk
7000781848,0.9704122241807596,High Risk
7000563178,0.9573962134392061,High Risk
7000197994,0.8778051155208629,High Risk
7002087831,0.557922729245808,Medium Risk
7001263795,0.8959233431804107,High Risk
7000464930,0.9854139369335869,High Risk
7000041764,0.9795000621175134,High Risk
7002323802,0.9488808606943214,High Risk
7001486988,0.4858267748232718,Medium Risk
7001873090,0.5652900045068175,Medium Risk
7000398280,0.9739664610113196,High Risk
7001938844,0.5956530087731404,Medium Risk
7000065133,0.645043393917375,Medium Risk
7002313758,0.46820891581612606,Medium Risk
7001152162,0.7392344335728576,High Risk
7000294415,0.7539623685780199,High Risk
7002002748,0.7744094122785858,High Risk
7000959346,0.41630553521060326,Medium Risk
7002355744,0.6292910933953115,Medium Risk
7000994033,0.9844964970839832,High Risk
7001332855,0.5344830558839438,Medium Risk
7000465250,0.6737396879388858,Medium Risk
7000514208,0.9051200155053162,High Risk
7002367203,0.7885439355947969,High Risk
7002268775,0.6991055055890317,Medium Risk
7001569119,0.630732261555892,Medium Risk
7000023313,0.9680135804253526,High Risk
7002255278,0.6926923156011737,Medium Risk
7001430127,0.5259391065434397,Medium Risk
7000100679,0.8618259069005978,High Risk
7000800255,0.5617421090271059,Medium Risk
7002252754,0.9659766079445622,High Risk
7001247472,0.6243407347990254,Medium Risk
7001730283,0.6961606235457758,Medium Risk
7000310042,0.5228433057476967,Medium Risk
7001322999,0.5321170383136388,Medium Risk
7000057330,0.5492205076281594,Medium Risk
7000599686,0.9432578559942454,High Risk
7002349509,0.42181082181268,Medium Risk
7001481232,0.8297035803344072,High Risk
7001658429,0.9791751907284729,High Risk
7002139214,0.5571373085133514,Medium Risk
7000144688,0.9647917563932444,High Risk
7000246304,0.5454301952044115,Medium Risk
7000635248,0.6293074265254857,Medium Risk
7002273643,0.5785379496225957,Medium Risk
7001539992,0.5875448995018522,Medium Risk
7000286198,0.5277458563167344,Medium Risk
7000599626,0.582257660859711,Medium Risk
7000027203,0.7815268651309005,High Risk
7001808513,0.7005876408557619,High Risk
7000461618,0.4846385005049832,Medium Risk
7000506605,0.5044628133697826,Medium Risk
7001973864,0.9795073985709981,High Risk
7002391393,0.48523555956077863,Medium Risk
7000104470,0.8943115759232033,High Risk
7000205202,0.6190533258277603,Medium Risk
7000369789,0.9851913268063085,High Risk
7001246221,0.4032082192175023,Medium Risk
7002296378,0.8770929809409896,High Risk
7000631289,0.9812138239289407,High Risk
7000142585,0.9719160475642518,High Risk
7000279990,0.5517574288181366,Medium Risk
7000670087,0.970135178024584,High Risk
7000749983,0.5392695704203462,Medium Risk
7000018785,0.6570740531808048,Medium Risk
7000034559,0.5575638666397618,Medium Risk
7000662976,0.9706726377657656,High Risk
7002175480,0.8900341879081815,High Risk
7000248548,0.9715832906301114,High Risk
7000907400,0.9816538001729018,High Risk
7002004019,0.6647794419113806,Medium Risk
7000343722,0.8465238086590837,High Risk
7000700377,0.9441999488429091,High Risk
7000020559,0.6798725693575255,Medium Risk
7001563558,0.7816552239702448,High Risk
7002065823,0.4805231864082368,Medium Risk
7000900109,0.5611414099716431,Medium Risk
7001130558,0.870291319407486,High Risk
7002102453,0.895071160182128,High Risk
7000405371,0.4442252798765601,Medium Risk
7000039117,0.43809947286556117,Medium Risk
7002044015,0.7885270428409022,High Risk
7000755956,0.4487207173869492,Medium Risk
7002102824,0.9787576779202897,High Risk
7000401056,0.7592392747288494,High Risk
7001446419,0.6829208246608922,Medium Risk
7002025650,0.42186352356956375,Medium Risk
7000066601,0.5898478524257947,Medium Risk
7001662284,0.9764279675908424,High Risk
7001699695,0.4885796157729967,Medium Risk
7000185697,0.9520311295340539,High Risk
7000361726,0.9623996338925145,High Risk
7001967356,0.43633640308722704,Medium Risk
7002111565,0.5244640531441541,Medium Risk
